adult,id,imdb_id,original_language,popularity,release_date,runtime,title,video,vote_average,vote_count
False,26441,tt0112499,en,5.982764,1995-09-29,100.0,The Big Green,False,5.2,41.0
False,97406,tt0113158,en,4.093443,1995-05-19,115.0,Georgia,False,6.1,15.0
False,124057,tt0113541,en,0.307075,1997-07-08,89.0,Kids of the Round Table,False,3.0,1.0
False,9089,tt0113321,en,8.416802,1995-11-02,103.0,Home for the Holidays,False,6.3,39.0
False,11010,tt0110877,it,10.168437,1994-09-22,108.0,The Postman,False,7.6,181.0
False,99040,tt0112714,fr,0.120789,1995-09-29,100.0,The Confessional,False,6.5,2.0
False,11359,tt0113419,en,10.673296,1995-07-14,96.0,The Indian in the Cupboard,False,5.9,136.0
False,17182,tt0116260,en,4.733526,1996-01-12,101.0,Eye for an Eye,False,5.8,65.0
False,2054,tt0113862,en,7.137117,1995-12-29,137.0,Mr. Holland's Opus,False,6.9,115.0
False,10607,tt0116126,en,11.700115,1996-01-12,89.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,False,6.2,192.0
False,19760,tt0118002,en,2.174487,1996-01-12,96.0,Two If by Sea,False,4.5,14.0
False,9536,tt0115683,en,6.387469,1996-01-12,88.0,Bio-Dome,False,4.4,110.0
False,11525,tt0116839,en,2.49535,1996-01-12,92.0,Lawnmower Man 2: Beyond Cyberspace,False,2.8,32.0
False,40628,tt0114753,en,4.046208,1995-10-22,85.0,Two Bits,False,5.4,11.0
False,4482,tt0113149,fr,2.518051,1995-02-08,95.0,French Twist,False,6.0,43.0
False,10634,tt0113118,en,14.56965,1995-04-26,91.0,Friday,False,7.0,513.0
False,755,tt0116367,en,15.339153,1996-01-19,108.0,From Dusk Till Dawn,False,6.9,1644.0
False,11859,tt0113010,en,5.912223,1995-11-03,91.0,Fair Game,False,4.1,54.0
False,28387,tt0113537,en,3.367276,1995-10-06,96.0,Kicking and Screaming,False,7.0,36.0
False,48750,tt0113828,fr,1.479446,1995-03-22,175.0,Les Miserables,False,6.6,8.0
False,20927,tt0115644,en,10.412194,1996-01-26,87.0,Bed of Roses,False,5.1,27.0
False,36929,tt0115676,en,2.936443,1996-01-26,90.0,Big Bully,False,3.9,16.0
False,9102,tt0114367,en,12.758848,1995-09-08,108.0,Screamers,False,6.1,154.0
False,124626,tt0113973,en,0.133893,1995-02-18,70.0,Nico Icon,False,7.3,3.0
False,27526,tt0112744,en,5.756462,1995-11-15,111.0,The Crossing Guard,False,6.1,74.0
False,9623,tt0116731,en,6.010579,1996-02-02,118.0,The Juror,False,5.5,91.0
False,46785,tt0112445,fa,1.196256,1995-01-01,85.0,The White Balloon,False,7.5,20.0
False,400,tt0114660,en,4.486179,1995-12-01,116.0,Things to Do in Denver When You're Dead,False,6.7,87.0
False,880,tt0112379,nl,2.030174,1995-09-12,102.0,Antonia's Line,False,7.2,26.0
False,146599,tt0114039,en,0.252287,1996-01-26,115.0,Once Upon a Time... When We Were Colored,False,4.5,2.0
False,188588,tt0113612,en,0.531159,1995-11-22,108.0,Last Summer in the Hamptons,False,0.0,0.0
False,8447,tt0112365,en,2.15166,1995-09-10,118.0,Angels and Insects,False,6.3,17.0
False,10534,tt0118158,en,9.568604,1996-02-02,129.0,White Squall,False,6.3,86.0
False,17414,tt0116151,en,4.814825,1996-01-12,88.0,Dunston Checks In,False,5.1,59.0
False,13997,tt0115697,en,8.963037,1996-02-01,87.0,Black Sheep,False,6.0,124.0
False,2086,tt0113972,en,6.848591,1995-11-22,90.0,Nick of Time,False,6.1,190.0
False,61548,tt0113490,en,0.411424,1995-09-14,91.0,The Journey of August King,False,6.7,3.0
False,9095,tt0117002,en,12.866139,1996-02-23,104.0,Mary Reilly,False,5.7,77.0
False,12158,tt0114825,en,9.071127,1995-10-26,100.0,Vampire in Brooklyn,False,4.5,113.0
False,9283,tt0115639,en,4.670562,1996-02-09,112.0,Beautiful Girls,False,6.6,103.0
False,9208,tt0115759,en,14.957626,1996-02-09,108.0,Broken Arrow,False,5.7,459.0
False,40154,tt0113403,en,0.513391,1995-12-01,99.0,A Midwinter's Tale,False,7.5,6.0
False,406,tt0113247,fr,12.108196,1995-05-31,98.0,La Haine,False,7.9,695.0
False,45549,tt0111173,en,2.657647,1994-12-06,105.0,Shopping,False,5.6,13.0
False,63076,tt0113283,en,0.638211,1995-12-27,106.0,Heidi Fleiss: Hollywood Madam,False,6.8,4.0
False,11062,tt0115907,en,4.807223,1996-02-16,111.0,City Hall,False,6.0,67.0
False,13685,tt0115734,en,6.904831,1996-02-21,91.0,Bottle Rocket,False,6.8,285.0
False,47475,tt0117102,en,3.329264,1996-02-16,96.0,Mr. Wrong,False,3.3,16.0
False,2045,tt0118040,en,2.464425,1996-02-23,106.0,Unforgettable,False,5.3,22.0
False,9614,tt0116483,en,9.592265,1996-02-16,92.0,Happy Gilmore,False,6.5,767.0
False,688,tt0112579,en,5.951077,1995-05-28,135.0,The Bridges of Madison County,False,7.3,397.0
False,11907,tt0110251,de,1.015068,1994-11-07,104.0,Nobody Loves Me,False,5.1,5.0
False,10874,tt0117110,en,6.902423,1996-02-16,100.0,Muppet Treasure Island,False,6.5,93.0
False,89333,tt0112646,en,0.976707,1995-12-08,95.0,Catwalk,False,7.0,2.0
False,96357,tt0113276,en,0.001346,1995-05-20,110.0,Headless Body in Topless Bar,False,0.0,0.0
False,197,tt0112573,en,20.755149,1995-05-24,177.0,Braveheart,False,7.7,3404.0
False,103,tt0075314,en,14.092713,1976-02-07,114.0,Taxi Driver,False,8.1,2632.0
False,33542,tt0113326,cn,12.314278,1995-01-30,91.0,Rumble in the Bronx,False,6.5,245.0
False,43566,tt0115645,en,2.938293,1996-02-23,108.0,Before and After,False,5.8,37.0
False,71754,tt0113774,en,0.372697,1995-09-13,114.0,Margaret's Museum,False,7.5,2.0
False,43612,tt0112556,en,1.254885,1995-01-31,106.0,Happiness Is in the Field,False,7.0,23.0
False,51352,tt0112373,en,0.243986,1995-06-08,117.0,Anne Frank Remembered,False,7.3,4.0
False,16934,tt0115033,en,6.178497,1995-01-20,99.0,The Young Poisoner's Handbook,False,6.9,19.0
False,10324,tt0116606,en,2.891918,1996-03-08,92.0,If Lucy Fell,False,5.4,11.0
False,78406,tt0114536,en,1.522412,1995-09-29,113.0,Steal Big Steal Little,False,5.1,7.0
False,55731,tt0117427,en,1.317878,1996-03-22,100.0,Race the Sun,False,5.2,21.0
False,32119,tt0106473,en,0.86539,1992-12-06,90.0,The Boys of St. Vincent,False,7.0,7.0
False,11066,tt0103859,en,6.506983,1992-06-30,117.0,Boomerang,False,5.4,139.0
False,11104,tt0109424,cn,6.778979,1994-07-14,102.0,Chungking Express,False,7.9,249.0
False,37975,tt0114808,it,1.702639,1995-09-21,113.0,The Star Maker,False,6.8,29.0
False,2074,tt0116324,en,5.579088,1996-03-22,92.0,Flirting with Disaster,False,6.3,66.0
False,27793,tt0110647,en,6.252377,1994-10-26,95.0,The Neverending Story III: Escape from Fantasia,False,4.4,105.0
False,44284,tt0111055,ar,0.406754,1994-09-30,116.0,The Silences of the Palace,False,4.3,3.0
False,290157,tt0110217,en,0.001178,1995-01-01,87.0,Jupiter's Wife,False,0.0,0.0
False,110972,tt0114131,en,0.699066,1996-02-09,95.0,Pie in the Sky,False,7.0,2.0
False,32622,tt0112364,en,2.197439,1995-01-01,99.0,Angela,False,5.6,9.0
False,73067,tt0113107,it,0.637554,1995-11-22,101.0,Frankie Starlight,False,5.4,4.0
False,11863,tt0113451,en,11.418917,1995-10-13,95.0,Jade,False,5.1,45.0
False,55475,tt0114015,es,0.291021,1995-08-16,102.0,Nueba Yol,False,5.5,1.0
False,124636,tt0114500,en,0.001838,1995-08-01,87.0,Sonic Outlaws,False,0.0,0.0
False,9101,tt0116130,en,5.184977,1996-03-01,92.0,Down Periscope,False,5.6,110.0
False,123360,tt0113125,en,0.276401,1995-09-08,97.0,From the Journals of Jean Seberg,False,6.5,2.0
False,5757,tt0113756,en,0.540436,1995-09-15,86.0,Man of the Year,False,3.8,2.0
False,39428,tt0113952,en,0.370342,1995-08-23,91.0,The Neon Bible,False,7.2,5.0
False,124639,tt0114618,en,0.001205,1995-08-01,122.0,Target,False,0.0,0.0
False,9302,tt0118055,en,3.402749,1996-03-01,119.0,Up Close & Personal,False,5.9,51.0
False,11000,tt0115685,en,6.49968,1996-03-08,117.0,The Birdcage,False,6.7,303.0
False,249882,tt0113200,en,0.918504,1995-10-12,125.0,Virgin Mary,False,7.0,2.0
False,16388,tt0112585,en,2.039196,1995-08-09,98.0,The Brothers McMullen,False,6.3,23.0
False,9737,tt0112442,en,9.262184,1995-04-07,118.0,Bad Boys,False,6.5,1729.0
False,30765,tt0112342,en,2.375865,1995-08-25,81.0,The Amazing Panda Adventure,False,5.0,31.0
False,10474,tt0112461,en,7.415144,1995-04-21,102.0,The Basketball Diaries,False,7.2,472.0
False,22279,tt0112427,en,0.922958,1995-07-21,113.0,An Awfully Big Adventure,False,6.0,11.0
False,30157,tt0109093,en,1.759012,1994-08-05,105.0,Amateur,False,6.5,21.0
False,568,tt0112384,en,18.761467,1995-06-30,140.0,Apollo 13,False,7.3,1637.0
False,11780,tt0114287,en,10.193549,1995-04-13,139.0,Rob Roy,False,6.5,151.0
False,34996,tt0112288,en,3.137285,1995-01-10,82.0,The Addiction,False,6.4,46.0
False,414,tt0112462,en,13.321354,1995-06-16,121.0,Batman Forever,False,5.2,1529.0
False,649,tt0061395,fr,10.142662,1967-05-24,101.0,Belle de Jour,False,7.3,163.0
False,1873,tt0112495,en,2.04189,1995-05-24,100.0,Beyond Rangoon,False,6.4,21.0
False,5894,tt0112541,en,11.528147,1995-09-15,83.0,Blue in the Face,False,6.8,28.0
False,1775,tt0109370,en,5.391556,1995-06-08,91.0,Canadian Bacon,False,5.9,57.0
False,8839,tt0112642,en,12.812539,1995-05-26,100.0,Casper,False,6.0,1045.0
False,20649,tt0112688,en,4.558992,1995-09-15,128.0,Clockers,False,6.8,69.0
False,10329,tt0112715,en,7.260574,1995-06-09,109.0,Congo,False,5.0,214.0
False,8963,tt0112740,en,8.657365,1995-05-12,116.0,Crimson Tide,False,7.0,508.0
False,26564,tt0109508,en,3.620388,1994-09-10,119.0,Crumb,False,7.6,71.0
False,8068,tt0112851,en,6.950458,1995-08-25,104.0,Desperado,False,6.8,898.0
False,8512,tt0112857,en,4.646132,1995-09-15,102.0,Devil in a Blue Dress,False,6.3,88.0
False,1572,tt0112864,en,15.138855,1995-05-19,128.0,Die Hard: With a Vengeance,False,6.9,2094.0
False,13552,tt0112887,en,7.120806,1995-10-27,80.0,The Doom Generation,False,5.6,57.0
False,259209,tt0113044,en,0.523575,1995-10-12,116.0,Feast of July,False,0.0,0.0
False,6520,tt0113071,en,15.178338,1995-07-07,134.0,First Knight,False,5.9,319.0
False,9073,tt0113114,en,7.575098,1995-07-19,95.0,Free Willy 2 - The Adventure Home,False,5.5,130.0
False,10428,tt0113243,en,14.810519,1995-09-14,107.0,Hackers,False,6.2,406.0
False,17447,tt0113464,en,3.196456,1995-08-18,92.0,Jeffrey,False,6.5,19.0
False,9886,tt0113481,en,11.715868,1995-05-26,97.0,Johnny Mnemonic,False,5.5,380.0
False,9482,tt0113492,en,8.184815,1995-06-30,96.0,Judge Dredd,False,5.4,643.0
False,19326,tt0113500,en,3.676921,1995-04-12,88.0,Jury Duty,False,4.0,34.0
False,9344,tt0113540,en,4.877872,1995-07-28,91.0,Kids,False,6.8,280.0
False,9071,tt0113677,en,10.058329,1995-01-20,89.0,Living in Oblivion,False,7.2,64.0
False,8973,tt0113690,en,4.102409,1995-08-25,119.0,Lord of Illusions,False,5.9,87.0
False,15730,tt0107447,en,0.354014,1993-05-20,100.0,Love & Human Remains,False,7.0,7.0
False,47608,tt0113729,en,2.624771,1995-05-26,95.0,Mad Love,False,5.5,27.0
False,2293,tt0113749,en,8.25547,1995-10-20,94.0,Mallrats,False,6.8,400.0
False,9070,tt0113820,en,7.024227,1995-06-30,92.0,Mighty Morphin Power Rangers: The Movie,False,5.2,153.0
False,68274,tt0113851,en,1.01115,1995-09-29,100.0,Moonlight and Valentino,False,5.6,10.0
False,48787,tt0110604,en,2.466066,1995-09-28,95.0,Mute Witness,False,6.4,36.0
False,34574,tt0110620,en,7.720056,1994-09-13,93.0,Nadja,False,5.9,12.0
False,1642,tt0113957,en,13.304342,1995-07-28,114.0,The Net,False,5.6,359.0
False,11472,tt0113986,en,8.482834,1995-07-12,103.0,Nine Months,False,5.5,171.0
False,36196,tt0114095,en,1.165039,1995-06-09,94.0,Party Girl,False,5.8,14.0
False,11980,tt0114194,en,10.187623,1995-09-01,98.0,The Prophecy,False,6.4,139.0
False,58372,tt0114241,en,0.119713,1995-11-17,91.0,Reckless,False,10.0,1.0
False,32646,tt0114323,en,8.180047,1995-06-23,119.0,Safe,False,7.2,62.0
False,10533,tt0114345,en,6.752119,1995-10-13,135.0,The Scarlet Letter,False,5.5,111.0
False,10802,tt0114436,en,17.502375,1995-09-22,128.0,Showgirls,False,4.9,261.0
False,10149,tt0114478,en,5.552946,1995-06-09,112.0,Smoke,False,7.2,115.0
False,18402,tt0114496,en,3.743212,1995-08-04,106.0,Something to Talk About,False,5.7,60.0
False,9348,tt0114508,en,13.492845,1995-07-07,108.0,Species,False,5.5,457.0
False,139408,tt0114534,en,0.913522,1995-09-15,109.0,The Stars Fell on Henrietta,False,6.6,6.0
False,281,tt0114558,en,11.223055,1995-10-13,145.0,Strange Days,False,6.8,334.0
False,5967,tt0058450,fr,8.133881,1964-02-19,91.0,The Umbrellas of Cherbourg,False,7.6,119.0
False,79593,tt0114666,en,1.820419,1995-09-08,99.0,The Tie That Binds,False,4.6,9.0
False,47939,tt0114663,en,11.002046,1995-10-27,115.0,Three Wishes,False,6.1,18.0
False,36834,tt0114702,en,4.546552,1995-11-02,111.0,Total Eclipse,False,6.5,112.0
False,9090,tt0114682,en,7.653446,1995-09-07,105.0,"To Wong Foo, Thanks for Everything! Julie Newmar",False,6.3,117.0
False,3512,tt0114781,en,7.490247,1995-07-13,100.0,Under Siege 2: Dark Territory,False,5.6,217.0
False,52856,tt0114798,en,2.881689,1995-09-15,93.0,Unstrung Heroes,False,6.4,9.0
False,77350,tt0114805,en,0.786023,1995-08-11,73.0,Unzipped,False,6.0,6.0
False,9560,tt0114887,en,9.715639,1995-08-11,103.0,A Walk in the Clouds,False,6.5,168.0
False,9804,tt0114898,en,16.885184,1995-07-28,135.0,Waterworld,False,5.9,1017.0
False,31611,tt0114928,en,1.834099,1995-12-01,89.0,White Man's Burden,False,5.1,25.0
False,65796,tt0114938,en,8.922139,1995-12-01,98.0,Wild Bill,False,5.9,27.0
False,49805,tt0109340,en,3.727644,1994-10-12,97.0,The Browning Version,False,6.0,11.0
False,26258,tt0112602,en,3.287036,1995-08-04,90.0,Bushwhacked,False,4.9,29.0
False,50797,tt0111579,ru,2.486073,1994-05-01,135.0,Burnt by the Sun,False,6.7,35.0
False,19155,tt0110882,en,3.525649,1994-06-09,113.0,Before the Rain,False,7.7,45.0
False,76,tt0112471,en,11.304979,1995-01-27,105.0,Before Sunrise,False,7.7,984.0
False,11017,tt0112508,en,6.638116,1995-02-10,89.0,Billy Madison,False,6.2,464.0
False,37141,tt0112438,en,2.761837,1995-10-17,90.0,The Babysitter,False,4.7,27.0
False,9382,tt0112571,en,3.030309,1995-02-03,115.0,Boys on the Side,False,6.3,48.0
False,6715,tt0112757,en,2.686342,1995-04-21,97.0,The Cure,False,7.2,58.0
False,18256,tt0112643,en,2.26977,1995-08-04,95.0,Castle Freak,False,5.8,40.0
False,22625,tt0112679,en,2.605521,1995-03-16,103.0,Circle of Friends,False,6.5,30.0
False,2292,tt0109445,en,10.513367,1994-09-13,92.0,Clerks,False,7.4,769.0
False,1909,tt0112883,en,7.438934,1994-10-01,97.0,Don Juan DeMarco,False,6.3,184.0
False,8984,tt0109635,en,11.812244,1994-12-09,123.0,Disclosure,False,5.9,217.0
False,61813,tt0112899,en,0.155859,1995-01-01,0.0,Dream Man,False,2.5,1.0
False,4954,tt0109676,en,9.579155,1994-12-08,101.0,Drop Zone,False,5.1,91.0
False,62488,tt0112854,it,0.710671,1995-04-28,0.0,Destiny Turns on the Radio,False,5.3,9.0
False,10531,tt0109579,en,5.484156,1994-05-04,103.0,Death and the Maiden,False,7.1,92.0
False,11929,tt0109642,en,5.8025,1995-03-24,132.0,Dolores Claiborne,False,7.1,183.0
False,8467,tt0109686,en,9.844558,1994-12-16,107.0,Dumb and Dumber,False,6.5,1894.0
False,10451,tt0111797,zh,4.860016,1994-08-03,123.0,Eat Drink Man Woman,False,7.5,76.0
False,20156,tt0109759,en,5.378467,1994-09-24,103.0,Exotica,False,6.5,64.0
False,18395,tt0109758,en,4.322726,1994-10-14,113.0,Exit to Eden,False,4.3,28.0
False,522,tt0109707,en,11.720358,1994-09-27,127.0,Ed Wood,False,7.3,639.0
False,397,tt0113117,en,9.146544,1995-05-05,111.0,French Kiss,False,6.2,179.0
False,10525,tt0113097,en,16.236745,1995-05-19,101.0,Forget Paris,False,6.1,38.0
False,27985,tt0113028,en,2.657337,1995-01-13,87.0,Far from Home: The Adventures of Yellow Dog,False,5.6,27.0
False,15789,tt0113198,en,10.177977,1995-04-07,78.0,A Goofy Movie,False,6.7,404.0
False,27303,tt0113303,en,8.182165,1995-03-03,103.0,Hideaway,False,5.0,24.0
False,21183,tt0113089,en,4.953936,1995-06-02,96.0,Fluke,False,6.6,48.0
False,10954,tt0109771,fr,8.935058,1994-12-07,111.0,Farinelli,False,5.9,20.0
False,47867,tt0113199,en,0.398924,1995-05-12,90.0,Gordy,False,3.0,4.0
False,43475,tt0113234,en,0.090452,1995-12-01,77.0,Gumby: The Movie,False,5.0,2.0
False,72031,tt0109906,en,1.012197,1994-09-16,109.0,The Glass Shield,False,5.4,9.0
False,14275,tt0110057,en,9.47666,1994-09-12,171.0,Hoop Dreams,False,7.7,91.0
False,1024,tt0110005,en,9.438042,1994-09-02,99.0,Heavenly Creatures,False,6.9,299.0
False,17207,tt0110066,en,2.688562,1995-01-06,113.0,Houseguest,False,6.0,17.0
False,13701,tt0110116,en,7.983666,1994-12-16,121.0,Immortal Beloved,False,6.9,90.0
False,14819,tt0110006,en,9.546707,1995-02-17,100.0,Heavyweights,False,6.0,97.0
False,32631,tt0113360,en,2.756986,1995-02-24,106.0,The Hunted,False,6.0,25.0
False,11777,tt0110099,en,5.146352,1994-12-24,100.0,I.Q.,False,5.9,112.0
False,628,tt0110148,en,11.970205,1994-11-11,123.0,Interview with the Vampire,False,7.2,1558.0
False,87729,tt0113463,en,1.596058,1995-03-31,139.0,Jefferson in Paris,False,5.2,10.0
False,18713,tt0110189,en,0.748846,1995-02-03,82.0,The Jerky Boys,False,4.8,10.0
False,6280,tt0110216,en,6.710215,1994-11-22,109.0,Junior,False,4.7,381.0
False,9061,tt0113501,en,9.195256,1995-02-17,102.0,Just Cause,False,6.0,124.0
False,37108,tt0113538,en,5.874511,1995-08-11,89.0,A Kid in King Arthur's Court,False,4.3,40.0
False,6071,tt0113552,en,7.797512,1995-04-21,101.0,Kiss of Death,False,5.7,83.0
False,11,tt0076759,en,42.149697,1977-05-25,121.0,Star Wars,False,8.1,6778.0
False,9587,tt0110367,en,9.774994,1994-12-21,115.0,Little Women,False,7.0,222.0
False,19101,tt0113670,en,7.731725,1995-05-10,97.0,A Little Princess,False,7.4,207.0
False,49980,tt0110296,en,0.84508,1994-02-18,101.0,Ladybird Ladybird,False,7.4,14.0
False,17961,tt0109731,fr,1.948315,1994-02-16,100.0,L'Enfer,False,6.6,22.0
False,18183,tt0103994,es,4.126083,1992-04-16,105.0,Like Water for Chocolate,False,6.6,70.0
False,4476,tt0110322,en,12.199047,1994-12-16,133.0,Legends of the Fall,False,7.2,636.0
False,11008,tt0110443,en,9.253362,1995-03-24,95.0,Major Payne,False,6.1,164.0
False,47504,tt0110365,en,1.861292,1994-10-27,98.0,Little Odessa,False,6.4,31.0
False,32325,tt0107566,en,1.788829,1994-06-08,92.0,Mi Vida Loca,False,5.7,9.0
False,43742,tt0110391,en,3.290192,1994-10-21,108.0,Love Affair,False,4.3,11.0
False,28313,tt0113691,en,7.698526,1995-03-17,106.0,Losing Isaiah,False,6.4,28.0
False,11318,tt0110428,en,4.81307,1994-12-28,107.0,The Madness of King George,False,6.7,67.0
False,3036,tt0109836,en,14.287753,1994-11-04,123.0,Mary Shelley's Frankenstein,False,6.1,272.0
False,40490,tt0113755,en,2.558118,1995-03-03,96.0,Man of the House,False,5.1,40.0
False,24070,tt0110538,en,2.899608,1994-12-21,97.0,Mixed Nuts,False,5.2,37.0
False,8986,tt0110516,en,3.770115,1994-08-31,108.0,Milk Money,False,5.6,49.0
False,10510,tt0110527,en,5.831622,1994-11-18,114.0,Miracle on 34th Street,False,6.4,199.0
False,17402,tt0113808,en,1.137266,1995-01-27,95.0,Miami Rhapsody,False,5.6,7.0
False,38722,tt0113896,en,3.121288,1995-05-03,128.0,My Family,False,7.0,11.0
False,8438,tt0113870,en,9.518564,1995-01-20,122.0,Murder in the First,False,6.9,140.0
False,11593,tt0110684,en,2.891269,1994-12-23,110.0,Nobody's Fool,False,7.0,56.0
False,1945,tt0110638,en,5.930957,1994-12-23,112.0,Nell,False,6.1,128.0
False,39310,tt0113967,en,0.629955,1995-04-19,98.0,New Jersey Drive,False,6.9,7.0
False,109560,tt0117169,en,0.004537,1993-08-14,93.0,New York Cop,False,0.0,0.0
False,56428,tt0106402,en,0.426952,1994-04-22,89.0,Beyond Bedlam,False,4.0,4.0
False,63105,tt0113948,en,1.466491,1995-09-26,83.0,Nemesis 2 - Nebula,False,4.6,10.0
False,131957,tt0110671,en,0.769522,1995-03-03,100.0,Nina Takes a Lover,False,7.4,4.0
False,241,tt0110632,en,11.226856,1994-08-25,119.0,Natural Born Killers,False,6.9,927.0
False,9058,tt0110737,en,4.936761,1994-09-17,115.0,Only You,False,6.4,92.0
False,527,tt0110729,en,4.025276,1994-09-02,99.0,Once Were Warriors,False,7.6,106.0
False,18220,tt0114151,en,6.448039,1996-01-16,106.0,Poison Ivy II: Lily,False,4.6,32.0
False,6950,tt0114069,en,13.676444,1995-03-10,127.0,Outbreak,False,6.4,522.0
False,101,tt0110413,fr,20.477329,1994-09-14,110.0,Leon: The Professional,False,8.2,4293.0
False,63020,tt0114113,en,1.433544,1995-05-12,113.0,The Perez Family,False,6.6,9.0
False,2307,tt0114210,en,0.463307,1995-04-28,94.0,A Pyromaniac's Love Story,False,7.0,2.0
False,680,tt0110912,en,140.950236,1994-09-10,154.0,Pulp Fiction,False,8.3,8670.0
False,41478,tt0114084,en,7.160149,1995-11-10,124.0,Panther,False,6.4,6.0
